,main_galaxy,original_galaxy_gift,tech_level,consume_rate,owned_galaxy,owned_galaxy_num,owned_resource,civi_type,original_type,changing_type_times,back_type_times,malthusian_trap,out_resource_gala_num,extinct,original_turn,extinct_turn,living_turn,technology_explosion_times,reporting_self_times,reporting_others_times,galaxy_travel_times,galaxy_successful_times,taken_without_civi_times,coummunicate_times,direct_attacker_times,direct_attacked_times,direct_war_times,victory_better_times,victory_worse_times,lose_better_times,lose_worse_times,dark_forest_attacker,dark_forest_successful_attacker,dark_forest_attacked,dark_forest_survive_attacked,taken_merge_times,disasters_num,sign
854,62 59,1,1.223066523404374,8.545175807009457e-13,{'62 59': 1},1,6.004444010454509,communicate,communicate,0,0,0,0,nan,146,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
855,63 7,1,0.5880076510727957,7.219108055881612e-05,{},0,0,attack,hide,1,0,1,1,resource_out,146,146,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<
856,65 52,1,0.5693258326232957,0.0002711690872858755,{},0,0,attack,hide,1,0,1,1,resource_out,146,146,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
857,80 24,1,0.38798102691788894,6.527275417668862e-05,{},0,0,attack,hide,1,0,1,1,resource_out,146,146,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
858,91 74,1,0.5215960353388557,9.593342648215724e-05,{},0,0,attack,hide,1,0,1,1,resource_out,146,146,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,|
859,12 57,2,0.6222105828393665,7.041895620806053e-05,{},0,0,attack,hide,1,0,1,1,resource_out,147,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
860,15 83,4,0.5922332952406372,0.00010530088833230104,{},0,0,attack,hide,1,0,1,1,resource_out,147,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v
861,26 51,1,0.44649315722169786,9.404364633831018e-05,{},0,0,attack,hide,1,0,1,1,resource_out,147,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
862,29 61,3,0.5373910770326529,5.814548505096157e-05,{},0,0,attack,hide,1,0,1,1,resource_out,147,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,^
863,40 10,4,0.5156767435651812,0.00010728214426968552,{},0,0,attack,communicate,1,0,1,1,resource_out,147,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
864,47 3,2,0.6383544755560249,0.00012574905592540038,{},0,0,attack,communicate,1,0,1,1,resource_out,147,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,^
865,52 90,2,0.608050538362557,9.344793000203283e-09,{},0,0,attack,attack,0,0,1,0,resource_out,147,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p
866,56 43,1,0.35056822286102496,8.693488098535255e-05,{},0,0,attack,attack,0,0,1,0,resource_out,147,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
867,64 12,2,0.4083232549220085,6.028785812870164e-05,{},0,0,attack,attack,0,0,1,1,resource_out,147,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,|
868,83 86,3,0.5263432518325193,8.915425528895848e-05,{},0,0,attack,attack,0,0,1,1,resource_out,147,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,^
869,87 55,5,1.033593618393187,8.420587828751041e-05,{},0,0,attack,communicate,1,0,1,1,resource_out,147,147,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p
870,98 7,1,1.6991944832897843,2.5186691461301615e-10,{'98 7': 1},1,6.106751548386537,attack,attack,0,0,0,0,nan,147,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s
871,11 66,2,0.5286213821839147,0.00011987367227590303,{},0,0,attack,hide,1,0,1,1,resource_out,148,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,|
872,21 18,2,1.0206607961520333,4.686279332962809e-09,{'21 18': 2},1,7.011243151155244,hide,hide,0,0,0,0,nan,148,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
873,45 72,5,0.6571470049835312,0.00011887320174631644,{},0,0,attack,hide,1,0,1,1,resource_out,148,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
874,65 45,1,1.3242107099618827,0.00012254540332011236,{},0,0,attack,attack,0,0,1,1,resource_out,148,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s
875,65 94,3,1.3045010183194905,8.380043616563125e-05,{},0,0,attack,attack,0,0,1,1,resource_out,148,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,^
876,74 90,1,0.5078359372665466,6.540459406206697e-05,{},0,0,attack,attack,0,0,1,0,resource_out,148,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,+
877,77 84,4,0.43083570505761154,6.760728093175069e-05,{},0,0,attack,communicate,1,0,1,1,resource_out,148,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+
878,78 20,3,0.4319779609514272,7.881861143222472e-05,{},0,0,attack,hide,1,0,1,1,resource_out,148,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
879,95 28,5,0.549300943734468,5.7755764196594926e-05,{},0,0,attack,communicate,1,0,1,1,resource_out,148,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s
880,6 22,3,0.5260929313297744,0.0001433575368875138,{},0,0,attack,hide,1,0,1,1,resource_out,149,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
881,25 23,1,0.37560928160763885,6.888935783857722e-05,{},0,0,attack,communicate,1,0,1,1,resource_out,149,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
882,36 84,3,0.3784282797641744,0.00012579469425900517,{},0,0,attack,attack,0,0,1,1,resource_out,149,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
883,38 79,2,0.41104914673691717,7.839473074352798e-05,{},0,0,attack,attack,0,0,1,1,resource_out,149,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
884,52 77,1,1.0859500268825262,0.0001462816711761521,{},0,0,attack,attack,0,0,1,1,resource_out,149,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
885,74 68,1,0.6316243445388944,0.00019330194014212813,{},0,0,attack,hide,1,0,1,1,resource_out,149,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+
886,92 78,3,1.1608894383264514,1.0645544899875971e-06,{'92 78': 3},1,8.01450589257636,communicate,communicate,0,0,0,0,nan,149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,^
887,98 81,2,0.37883516205426376,9.91984051819155e-07,{},0,0,attack,hide,1,0,1,0,resource_out,149,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,","
888,13 30,1,1.0051218610755417,5.798733001192056e-05,{'13 30': 1},1,6.025551318047697,communicate,communicate,0,0,0,0,nan,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
889,33 52,2,1.1765360669539664,0.00015354065656983628,{},0,0,attack,hide,1,0,1,1,resource_out,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
890,72 65,1,0.3000971929087312,9.93837817281864e-05,{},0,0,attack,hide,1,0,1,1,resource_out,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,>
891,82 3,2,0.8737537289306094,8.30008704339724e-05,{},0,0,attack,communicate,1,0,1,1,resource_out,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+
892,84 60,5,0.3724003491860219,0.0001819274189435089,{},0,0,attack,communicate,1,0,1,1,resource_out,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,_
