,owner,explore_level,exist,DFA,RR,inital_state,resource
3 82,0.0,8249.0,1.0,0.0,1.0,1.0,-4069792016.1832733
3 83,0.0,8249.0,1.0,0.0,1.0,0.0,-4069792018.1438217
3 84,0.0,8249.0,1.0,0.0,1.0,1.0,-4069792255.7386036
3 85,0.0,8249.0,1.0,0.0,1.0,2.0,-4069792254.7386036
3 86,0.0,8249.0,1.0,0.0,1.0,1.0,-4069792280.268303
3 87,0.0,8249.0,1.0,0.0,1.0,0.0,-4069792018.1438217
3 88,0.0,8249.0,1.0,0.0,1.0,0.0,-4069792036.2846093
3 89,0.0,8249.0,1.0,0.0,1.0,1.0,-4069792012.862693
3 90,0.0,8249.0,1.0,0.0,1.0,0.0,-4069789520.9110093
3 91,0.0,2110.0,1.0,0.0,1.0,1.0,-4060933225.2728915
3 92,538,2110,1,0,0,0,6588635.538723942
3 93,538,2110,1,0,0,1,6588635.8608971825
3 94,538,2110,1,0,0,0,6588575.679172223
3 95,538,2110,1,0,0,1,6588576.679172223
3 96,538,2110,1,0,0,1,6588574.963858002
3 97,538,2110,1,0,0,0,6588573.963858002
3 98,538,2110,1,0,0,2,6588575.548058953
3 99,538,2110,1,0,0,2,6588525.232858285
4 0,0.0,6020.0,1.0,0.0,1.0,2.0,-22121356.033873513
4 1,0.0,6020.0,1.0,0.0,1.0,1.0,-22121378.569769934
4 2,0.0,6020.0,1.0,0.0,1.0,0.0,-22121379.75107027
4 3,0.0,6020.0,1.0,0.0,1.0,0.0,-22121374.80572261
4 4,0.0,6020.0,1.0,0.0,1.0,0.0,-22120544.32187745
4 5,0.0,6020.0,1.0,0.0,1.0,0.0,-22120598.846075237
4 6,0.0,6020.0,1.0,0.0,1.0,0.0,-21804938.601966143
4 7,0.0,6020.0,0.0,1.0,1.0,0.0,-19982274.987705275
4 8,0.0,3165.0,1.0,0.0,1.0,1.0,-26113098.64393139
4 9,0.0,1407.0,1.0,0.0,1.0,1.0,-3432843.226872448
4 10,0.0,1348.0,1.0,0.0,1.0,1.0,-4307580.221429777
4 11,0.0,1348.0,1.0,0.0,1.0,2.0,-4350740.104202158
4 12,0.0,1407.0,1.0,0.0,1.0,3.0,-4399287.624692978
4 13,0.0,179999.0,1.0,0.0,1.0,3.0,-9526500901.972778
4 14,0.0,1407.0,1.0,0.0,1.0,2.0,-4389089.228126381
4 15,0.0,258390.0,1.0,0.0,1.0,1.0,-102699700657893.14
4 16,0.0,179999.0,0.0,1.0,1.0,3.0,-12742417082.640526
4 17,0.0,1407.0,0.0,1.0,1.0,0.0,-4389091.228126381
4 18,0.0,22241.0,1.0,0.0,1.0,0.0,-1426125786.6621895
4 19,0.0,22241.0,1.0,0.0,1.0,1.0,-1454531916.1479163
4 20,0.0,22241.0,1.0,0.0,1.0,0.0,-1422253235.2818823
4 21,0.0,6615.0,1.0,0.0,1.0,0.0,-1402165155.05794
4 22,78,1078,0,1,0,0,1697052.6081938974
4 23,0.0,8541.0,1.0,0.0,1.0,1.0,-2271789845.7924767
4 24,0.0,8541.0,1.0,0.0,1.0,2.0,-2271788569.2763376
4 25,0.0,8541.0,1.0,0.0,1.0,0.0,-2271790820.0448837
4 26,0.0,1785.0,1.0,0.0,1.0,1.0,-3515064047.0394816
4 27,0.0,1147.0,1.0,0.0,1.0,0.0,-3517916174.118177
4 28,0.0,17326.0,1.0,0.0,1.0,0.0,-3518027740.6496887
4 29,0.0,1.0,1.0,0.0,1.0,1.0,-3518027968.2778387
4 30,0.0,17326.0,1.0,0.0,1.0,2.0,-3518028183.548296
4 31,0.0,17326.0,1.0,0.0,1.0,0.0,-3518027969.2776833
4 32,0.0,17326.0,1.0,0.0,1.0,1.0,-3518027968.2776833
4 33,0.0,17326.0,1.0,0.0,1.0,0.0,-3518027888.8915377
4 34,0.0,17326.0,1.0,0.0,1.0,0.0,-3518027340.9782214
4 35,0.0,17326.0,1.0,0.0,1.0,0.0,-3517757796.515708
4 36,0.0,30186.0,0.0,1.0,1.0,0.0,-61508338427.182686
4 37,0.0,30186.0,1.0,0.0,1.0,2.0,-61509213067.89177
4 38,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214667.87186
4 39,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214649.32955
4 40,0.0,30186.0,1.0,0.0,1.0,1.0,-61509213124.432236
4 41,0.0,30186.0,1.0,0.0,1.0,1.0,-61509214682.04913
4 42,0.0,30186.0,1.0,0.0,1.0,2.0,-61509214653.376335
4 43,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214384.33347
4 44,0.0,30186.0,1.0,0.0,1.0,0.0,-61509209940.4711
4 45,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214649.32955
4 46,0.0,30186.0,1.0,0.0,1.0,1.0,-61509213068.89177
4 47,0.0,30186.0,0.0,1.0,1.0,1.0,-61509206851.26859
4 48,0.0,17758.0,1.0,0.0,1.0,0.0,-1132977766.058453
4 49,0.0,17758.0,1.0,0.0,1.0,2.0,-1132978064.5777357
4 50,0.0,17758.0,1.0,0.0,1.0,0.0,-1132978049.1356785
4 51,0.0,17758.0,1.0,0.0,1.0,1.0,-1132978049.7531502
4 52,0.0,17758.0,1.0,0.0,1.0,0.0,-1132978050.7531502
4 53,0.0,18239.0,0.0,1.0,1.0,1.0,-51379714006.290504
4 54,0.0,18239.0,1.0,0.0,1.0,1.0,-51379714125.89471
4 55,0.0,18239.0,1.0,0.0,1.0,0.0,-51379718154.65679
4 56,0.0,18239.0,1.0,0.0,1.0,1.0,-51379718155.12576
4 57,0.0,18239.0,1.0,0.0,1.0,1.0,-51379718153.81004
4 58,0.0,18239.0,1.0,0.0,1.0,0.0,-51379717854.677666
4 59,0.0,18239.0,1.0,0.0,1.0,0.0,-51379714007.290504
4 60,0.0,35488.0,1.0,0.0,1.0,0.0,-53594303288.89596
4 61,0.0,27.0,0.0,1.0,1.0,1.0,-51379706624.82624
4 62,0.0,35488.0,1.0,0.0,1.0,0.0,-3109613526.0783253
4 63,0.0,25.0,0.0,1.0,1.0,0.0,-51883443010.38001
4 64,0.0,18239.0,1.0,0.0,1.0,0.0,-51791795046.05801
4 65,0,0,1,0,0,2,2
4 66,0,0,1,0,0,0,0
4 67,0.0,6755.0,1.0,0.0,1.0,2.0,-51820734809.451256
4 68,0.0,19619.0,1.0,0.0,1.0,1.0,-2643396164.270835
4 69,0.0,19619.0,1.0,0.0,1.0,0.0,-2642945988.750873
4 70,0.0,19619.0,1.0,0.0,1.0,1.0,-2643502122.513419
4 71,0.0,19619.0,1.0,0.0,1.0,0.0,-2643523195.0975637
4 72,0.0,18239.0,0.0,1.0,1.0,1.0,-51878609468.66187
4 73,0.0,1.0,0.0,1.0,1.0,1.0,-51883442227.75081
4 74,0.0,18239.0,1.0,0.0,1.0,0.0,-51883442210.66095
4 75,0.0,18239.0,1.0,0.0,1.0,0.0,-51884260925.14713
4 76,0.0,18239.0,1.0,0.0,1.0,0.0,-51884264258.9743
4 77,0.0,18239.0,1.0,0.0,1.0,0.0,-51884264827.08125
4 78,0.0,18239.0,1.0,0.0,1.0,0.0,-51884264291.68466
4 79,0.0,18239.0,1.0,0.0,1.0,1.0,-51884254139.75051
4 80,0.0,18239.0,1.0,0.0,1.0,1.0,-51884264838.66469
4 81,0.0,18239.0,1.0,0.0,1.0,1.0,-51884263826.78558
4 82,0.0,620.0,1.0,0.0,1.0,0.0,-51884252683.37911
4 83,0.0,18239.0,1.0,0.0,1.0,4.0,-51878609465.66187
4 84,0.0,8249.0,1.0,0.0,1.0,3.0,-4069767010.4495525
4 85,0.0,8249.0,1.0,0.0,1.0,0.0,-4069792256.7386036
4 86,0.0,14215.0,1.0,0.0,1.0,0.0,-3878950098.7127295
4 87,0.0,14215.0,0.0,1.0,1.0,0.0,-3878938377.190459
4 88,0.0,8249.0,1.0,0.0,1.0,1.0,-4069764856.1547527
4 89,0.0,8249.0,1.0,0.0,1.0,0.0,-4069327153.969758
4 90,0.0,8249.0,1.0,0.0,1.0,0.0,-4069688729.3068533
4 91,0.0,678.0,1.0,0.0,1.0,1.0,-4034578962.533897
4 92,538,2110,1,0,0,1,6593551.73988656
4 93,538,2110,1,0,0,2,6590406.694511189
4 94,538,2110,1,0,0,0,6588576.760195388
4 95,538,2110,1,0,0,1,6588582.095646798
4 96,538,2110,1,0,0,0,6588576.760195388
4 97,538,2110,1,0,0,1,6588577.702202113
4 98,538,2110,1,0,0,5,6588576.936105409
4 99,538,2110,1,0,0,0,6588573.963858002
5 0,0.0,6020.0,1.0,0.0,1.0,0.0,-22098442.358418822
5 1,0.0,6020.0,1.0,0.0,1.0,1.0,-22098871.81022294
5 2,0.0,6020.0,1.0,0.0,1.0,2.0,-22121377.75107027
5 3,0.0,6020.0,1.0,0.0,1.0,0.0,-22120564.39217726
5 4,0.0,6020.0,1.0,0.0,1.0,1.0,-22040868.68902632
5 5,0.0,6020.0,0.0,1.0,1.0,0.0,-21804938.601966143
5 6,0.0,2092.0,0.0,1.0,1.0,0.0,-14142526.778009713
5 7,0.0,2092.0,1.0,0.0,1.0,2.0,-3655995.312119179
5 8,0.0,3165.0,1.0,0.0,1.0,0.0,-29439594.243870117
5 9,0.0,3165.0,1.0,0.0,1.0,2.0,-29131497.508554485
5 10,0.0,2098.0,1.0,0.0,1.0,3.0,-505386.11778438103
5 11,0.0,1348.0,1.0,0.0,1.0,1.0,-4352064.579870047
5 12,0.0,1407.0,1.0,0.0,1.0,1.0,-4399289.624692978
5 13,0.0,179999.0,1.0,0.0,1.0,0.0,-12639747747.118538
5 14,0.0,179999.0,1.0,0.0,1.0,0.0,-12735909940.73536
5 15,0.0,1407.0,0.0,1.0,1.0,1.0,-4145109.2274529147
5 16,0.0,179999.0,1.0,0.0,1.0,1.0,-12734223185.004082
5 17,0.0,22241.0,1.0,0.0,1.0,1.0,-1461193912.3301883
5 18,0.0,22241.0,1.0,0.0,1.0,0.0,-1478766416.9688601
5 19,0.0,22241.0,1.0,0.0,1.0,2.0,-1181600960.1849344
5 20,78,1461,0,1,0,0,3120380.7438508887
5 21,0.0,8541.0,1.0,0.0,1.0,0.0,-2271691254.419063
5 22,0.0,8541.0,1.0,0.0,1.0,1.0,-2271786924.1805696
5 23,0.0,8541.0,1.0,0.0,1.0,0.0,-2271784441.0894685
5 24,0.0,8541.0,1.0,0.0,1.0,0.0,-2271784297.236683
5 25,0.0,8541.0,1.0,0.0,1.0,0.0,-2271790856.9747763
5 26,78,56,0,1,0,0,5607.666493872333
5 27,0.0,17326.0,1.0,0.0,1.0,1.0,-3518028150.612422
5 28,0.0,17326.0,1.0,0.0,1.0,1.0,-3518028110.5297556
5 29,78,56,0,1,0,0,5727.749378311485
5 30,0.0,17326.0,1.0,0.0,1.0,0.0,-3518027969.2776833
5 31,0.0,17326.0,1.0,0.0,1.0,3.0,-3518027337.9782214
5 32,0.0,17326.0,1.0,0.0,1.0,0.0,-3518027906.7657704
5 33,0.0,17326.0,1.0,0.0,1.0,0.0,-3518027303.247039
5 34,0.0,30186.0,0.0,1.0,1.0,0.0,-61509206848.37303
5 35,0.0,30186.0,0.0,1.0,1.0,0.0,-61509213044.704994
5 36,0.0,30186.0,0.0,1.0,1.0,1.0,-61509213124.432236
5 37,0.0,30186.0,1.0,0.0,1.0,1.0,-61509214163.152435
5 38,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214164.152435
5 39,0.0,30186.0,1.0,0.0,1.0,0.0,-61509213161.62666
5 40,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214598.69104
5 41,0.0,30186.0,1.0,0.0,1.0,1.0,-61509214693.52219
5 42,0.0,30186.0,1.0,0.0,1.0,1.0,-61509214117.16103
5 43,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214164.152435
5 44,0.0,30186.0,1.0,0.0,1.0,1.0,-61509213160.62666
5 45,0.0,12190.0,1.0,0.0,1.0,0.0,-61145180836.48952
5 46,0.0,30186.0,1.0,0.0,1.0,0.0,-61509209940.4711
5 47,0.0,30186.0,0.0,1.0,1.0,0.0,-61498704535.73959
5 48,0.0,17758.0,1.0,0.0,1.0,1.0,-1132977765.058453
5 49,0.0,17758.0,1.0,0.0,1.0,0.0,-1132976091.714442
5 50,0.0,17758.0,1.0,0.0,1.0,0.0,-1132977768.6986444
5 51,0.0,17758.0,1.0,0.0,1.0,1.0,-1132978048.1356785
5 52,0.0,17758.0,1.0,0.0,1.0,0.0,-1132978049.1356785
5 53,0.0,18239.0,0.0,1.0,1.0,0.0,-51379716945.9422
5 54,0.0,18239.0,1.0,0.0,1.0,1.0,-51379717845.4955
5 55,0.0,18239.0,1.0,0.0,1.0,1.0,-51379718153.65679
5 56,0.0,18239.0,1.0,0.0,1.0,0.0,-51379718156.12576
5 57,0.0,18239.0,1.0,0.0,1.0,0.0,-51379718154.65679
5 58,0.0,18239.0,1.0,0.0,1.0,0.0,-51379718150.935326
5 59,0.0,15661.0,1.0,0.0,1.0,2.0,-50865552360.18438
5 60,0.0,35488.0,1.0,0.0,1.0,0.0,-3109613526.0783253
5 61,0.0,35488.0,1.0,0.0,1.0,0.0,-3109613526.0783253
5 62,0.0,35488.0,1.0,0.0,1.0,3.0,-3109613574.222047
5 63,0.0,18239.0,0.0,1.0,1.0,3.0,-51883604699.92276
5 64,0.0,18239.0,1.0,0.0,1.0,0.0,-51883604892.78992
5 65,0.0,18239.0,1.0,0.0,1.0,1.0,-51883605584.53355
5 66,0.0,18239.0,1.0,0.0,1.0,1.0,-51883605612.039955
5 67,0.0,18239.0,0.0,1.0,1.0,0.0,-51883605613.039955
5 68,0.0,18239.0,0.0,1.0,1.0,0.0,-51883605828.560616
5 69,0.0,18239.0,0.0,1.0,1.0,3.0,-51883605847.09827
5 70,0.0,18239.0,0.0,1.0,1.0,0.0,-51883605850.09827
5 71,0.0,18239.0,0.0,1.0,1.0,1.0,-51883605827.560616
5 72,0.0,18239.0,0.0,1.0,1.0,0.0,-51881475430.23325
5 73,0.0,18239.0,1.0,0.0,1.0,0.0,-51883442210.66095
5 74,0.0,18239.0,1.0,0.0,1.0,2.0,-51881476074.38283
5 75,0.0,18239.0,1.0,0.0,1.0,0.0,-51884254835.27314
5 76,0.0,18239.0,1.0,0.0,1.0,1.0,-51884264286.5487
5 77,0.0,18239.0,1.0,0.0,1.0,3.0,-51884264824.08125
5 78,0.0,18239.0,1.0,0.0,1.0,0.0,-51884264840.681694
5 79,0.0,18239.0,1.0,0.0,1.0,0.0,-51884264840.50916
5 80,0.0,18239.0,1.0,0.0,1.0,3.0,-51884264837.50916
5 81,0.0,18239.0,1.0,0.0,1.0,0.0,-51884264840.50916
5 82,0.0,18239.0,1.0,0.0,1.0,0.0,-51884254665.13107
5 83,0.0,8249.0,1.0,0.0,1.0,0.0,-4048697143.1304026
5 84,0.0,8249.0,1.0,0.0,1.0,1.0,-4068080435.208256
5 85,0.0,1.0,1.0,0.0,1.0,4.0,-4069792032.239666
5 86,0.0,19154.0,1.0,0.0,1.0,1.0,-14379370841.9162
5 87,0.0,19154.0,1.0,0.0,1.0,0.0,-10342795608.752409
5 88,0.0,17598.0,0.0,1.0,1.0,1.0,-3821434651.9104056
5 89,0.0,8249.0,0.0,1.0,1.0,2.0,-4069743162.2819114
5 90,0.0,8249.0,1.0,0.0,1.0,2.0,-4069366778.7329674
5 91,0.0,10692.0,0.0,1.0,1.0,3.0,-3905072586.116051
5 92,538,2110,1,0,0,0,10712898.929458622
5 93,538,2110,1,0,0,1,9529323.635843668
5 94,538,2110,1,0,0,0,6588920.347316851
5 95,538,2110,1,0,0,0,6588630.825816971
5 96,538,2110,1,0,0,0,6588634.6833198285
5 97,538,2110,1,0,0,1,6588578.348565822
5 98,538,2110,1,0,0,2,6588578.702202113
5 99,538,2110,1,0,0,1,6588635.6833198285
6 0,0.0,6020.0,1.0,0.0,1.0,0.0,-22116820.635653943
6 1,0.0,6020.0,1.0,0.0,1.0,0.0,-22121386.247238196
6 2,0.0,6020.0,1.0,0.0,1.0,0.0,-22121378.648207456
6 3,0.0,6020.0,1.0,0.0,1.0,1.0,-22098371.793046802
6 4,0.0,6020.0,0.0,1.0,1.0,0.0,-21804938.601966143
6 5,0.0,6020.0,0.0,1.0,1.0,1.0,-20399804.724676244
6 6,0.0,3165.0,1.0,0.0,1.0,0.0,-28193948.747127116
6 7,0.0,3165.0,1.0,0.0,1.0,0.0,-28197578.587901875
6 8,0.0,3165.0,1.0,0.0,1.0,1.0,-28197577.587901875
6 9,0.0,3165.0,1.0,0.0,1.0,2.0,-28197576.587901875
6 10,0.0,3165.0,1.0,0.0,1.0,0.0,-30753843.13654477
6 11,0.0,1348.0,1.0,0.0,1.0,1.0,-112143.66059779684
6 12,0.0,1407.0,1.0,0.0,1.0,0.0,-4389989.162545776
6 13,0.0,179999.0,1.0,0.0,1.0,0.0,-12643550998.080055
6 14,0.0,179999.0,1.0,0.0,1.0,0.0,-12728344197.760834
6 15,0.0,1407.0,0.0,1.0,1.0,1.0,-3739606.2924305876
6 16,0.0,1122.0,1.0,0.0,1.0,1.0,-1403201.1018388593
6 17,0.0,179999.0,1.0,0.0,1.0,2.0,-12734226591.768532
6 18,0.0,179999.0,0.0,1.0,1.0,1.0,-12734226378.994476
6 19,0.0,179999.0,1.0,0.0,1.0,0.0,-12637905032.716492
6 20,0.0,179999.0,1.0,0.0,1.0,0.0,-12639172399.612556
6 21,0.0,2959.0,1.0,0.0,1.0,0.0,-12726431337.309166
6 22,0.0,1.0,1.0,0.0,1.0,3.0,-2271779517.695103
6 23,0.0,6615.0,1.0,0.0,1.0,0.0,-12665969151.498348
6 24,0.0,8541.0,1.0,0.0,1.0,0.0,-2271789379.8596683
6 25,0.0,1792.0,1.0,0.0,1.0,0.0,-3468018460.7797747
6 26,0.0,17326.0,1.0,0.0,1.0,0.0,-3515454676.4605694
6 27,0.0,17326.0,1.0,0.0,1.0,0.0,-3515794779.3052454
6 28,0.0,17326.0,1.0,0.0,1.0,0.0,-3517842701.2433205
6 29,78,56,0,1,0,0,5730.742601530826
6 30,0.0,17326.0,1.0,0.0,1.0,1.0,-3518027968.768144
6 31,0.0,17326.0,1.0,0.0,1.0,0.0,-3518027869.2946014
6 32,0.0,17326.0,1.0,0.0,1.0,1.0,-3518027905.7657704
6 33,0.0,17326.0,1.0,0.0,1.0,4.0,-3518027865.2946014
6 34,0.0,17326.0,1.0,0.0,1.0,0.0,-3518027340.9782214
6 35,0.0,30186.0,0.0,1.0,1.0,1.0,-61498761380.403824
6 36,0,0,1,0,0,2,2
6 37,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214154.108635
6 38,0.0,30186.0,1.0,0.0,1.0,0.0,-61509213132.06429
6 39,0.0,30186.0,1.0,0.0,1.0,1.0,-61509213086.64
6 40,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214154.108635
6 41,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214598.69104
6 42,0.0,30186.0,1.0,0.0,1.0,0.0,-61509210086.43456
6 43,0.0,10.0,1.0,0.0,1.0,0.0,-61509188564.35418
6 44,0.0,14168.0,1.0,0.0,1.0,1.0,-61073322155.38817
6 45,460,14185,1,0,0,1,307191371.08329177
6 46,0.0,89.0,0.0,1.0,1.0,1.0,-61508864497.55264
6 47,0.0,30186.0,0.0,1.0,1.0,0.0,-61506591052.14104
6 48,0.0,17758.0,1.0,0.0,1.0,1.0,-1132973066.9493742
6 49,0.0,17758.0,1.0,0.0,1.0,2.0,-1132939221.3014038
6 50,0.0,17758.0,1.0,0.0,1.0,1.0,-1132977762.9180756
6 51,0.0,17758.0,1.0,0.0,1.0,3.0,-1132978038.7130733
6 52,384,15,0,1,1,1,-51379714984.52835
6 53,0.0,18239.0,1.0,0.0,1.0,0.0,-51379716944.041824
6 54,0.0,18239.0,1.0,0.0,1.0,3.0,-51379717392.34426
6 55,0.0,18239.0,1.0,0.0,1.0,0.0,-51379716944.041824
6 56,0.0,18239.0,1.0,0.0,1.0,0.0,-51379717853.540634
6 57,0.0,34900.0,1.0,0.0,1.0,1.0,-48754483322.221634
6 58,0.0,18239.0,1.0,0.0,1.0,0.0,-51379715570.43528
6 59,0.0,15504.0,1.0,0.0,1.0,0.0,-50781408092.44001
6 60,0.0,35488.0,1.0,0.0,1.0,0.0,-3109613526.0783253
6 61,0.0,35488.0,1.0,0.0,1.0,0.0,-3109613526.0783253
6 62,0.0,35488.0,1.0,0.0,1.0,5.0,-3109613521.0783253
6 63,0.0,18239.0,0.0,1.0,1.0,1.0,-51878936182.53483
6 64,0.0,18239.0,1.0,0.0,1.0,0.0,-51883604648.55064
6 65,0.0,18239.0,1.0,0.0,1.0,0.0,-51883604648.55064
6 66,0.0,18239.0,1.0,0.0,1.0,0.0,-51883605828.74141
6 67,0.0,18239.0,1.0,0.0,1.0,1.0,-51883605849.09827
6 68,0.0,18239.0,1.0,0.0,1.0,1.0,-51883605936.87597
6 69,0.0,18239.0,1.0,0.0,1.0,0.0,-51883605850.09827
6 70,0.0,18239.0,1.0,0.0,1.0,0.0,-51883605850.09827
6 71,0.0,18239.0,1.0,0.0,1.0,1.0,-51883605584.53355
6 72,0.0,18239.0,1.0,0.0,1.0,0.0,-51883604605.69434
6 73,0,0,1,0,0,0,0
6 74,0.0,18239.0,1.0,0.0,1.0,3.0,-29986782588.398563
6 75,0.0,18239.0,1.0,0.0,1.0,0.0,-51884254835.27314
6 76,0.0,18239.0,1.0,0.0,1.0,0.0,-51884222280.11061
6 77,0.0,18239.0,1.0,0.0,1.0,0.0,-51884264287.5487
6 78,0.0,1.0,1.0,0.0,1.0,2.0,-51884264838.68182
6 79,0.0,1.0,1.0,0.0,1.0,3.0,-51884264837.68183
6 80,0.0,18239.0,1.0,0.0,1.0,0.0,-51884264287.5487
6 81,0.0,18239.0,1.0,0.0,1.0,0.0,-51884264839.66469
6 82,0.0,18239.0,1.0,0.0,1.0,0.0,-51884255784.79622
6 83,0.0,18239.0,1.0,0.0,1.0,0.0,-51884254140.75051
6 84,0,0,1,0,0,0,0
6 85,0.0,8249.0,0.0,1.0,1.0,2.0,-4069787301.408309
6 86,0.0,8249.0,0.0,1.0,1.0,0.0,-4067634994.6535645
6 87,0.0,8249.0,0.0,1.0,1.0,0.0,-4065868658.9630566
6 88,0.0,19154.0,1.0,0.0,1.0,2.0,-10342796179.090075
6 89,0.0,19154.0,1.0,0.0,1.0,0.0,-10342796181.090075
6 90,0.0,19154.0,1.0,0.0,1.0,1.0,-10342782555.614582
6 91,0.0,19154.0,1.0,0.0,1.0,0.0,-10341345915.422382
6 92,0.0,19154.0,1.0,0.0,1.0,2.0,-10253254999.755638
6 93,0.0,176.0,1.0,0.0,1.0,2.0,-311415274527.115
6 94,538,2110,1,0,0,0,6598641.097647634
6 95,0.0,33755.0,0.0,1.0,1.0,0.0,-312346989151.37836
6 96,538,2110,1,0,0,0,6759248.589427276
6 97,538,2110,1,0,0,0,6590388.834954143
6 98,538,2110,1,0,0,2,6588566.999978407
6 99,538,2110,1,0,0,0,6590386.910876968
7 0,0.0,6020.0,1.0,0.0,1.0,2.0,-21551075.10047491
7 1,0.0,6020.0,1.0,0.0,1.0,0.0,-22116799.032774746
7 2,0.0,6020.0,1.0,0.0,1.0,3.0,-22120720.400551304
7 3,0.0,6020.0,1.0,0.0,1.0,1.0,-22120563.39217726
7 4,0.0,6020.0,1.0,0.0,1.0,0.0,-22116799.032774746
7 5,0.0,6020.0,0.0,1.0,1.0,2.0,-21805470.77066791
7 6,0.0,2.0,1.0,0.0,1.0,3.0,-28196621.82161391
7 7,0.0,3165.0,1.0,0.0,1.0,0.0,-102626606414554.44
7 8,0.0,3165.0,1.0,0.0,1.0,2.0,-28197906.345008515
7 9,0.0,3165.0,1.0,0.0,1.0,0.0,-28197578.587901875
7 10,0.0,179999.0,0.0,1.0,1.0,0.0,-12734209294.973824
7 11,0.0,174.0,0.0,1.0,1.0,0.0,-4389096.148739294
7 12,0.0,1407.0,0.0,1.0,1.0,0.0,-3143122.5321527417
7 13,0.0,179999.0,1.0,0.0,1.0,1.0,-12734176505.081894
7 14,0.0,179999.0,1.0,0.0,1.0,0.0,-12734209295.803871
7 15,0.0,1407.0,0.0,1.0,1.0,1.0,-2882261.07305882
7 16,0.0,179999.0,1.0,0.0,1.0,1.0,-12734226405.60682
7 17,0.0,179999.0,1.0,0.0,1.0,1.0,-12734226592.768532
7 18,0.0,179999.0,1.0,0.0,1.0,1.0,-12734226649.49804
7 19,0.0,179999.0,1.0,0.0,1.0,1.0,-12734226405.60682
7 20,0.0,179999.0,1.0,0.0,1.0,0.0,-12734226406.033852
7 21,0.0,179999.0,1.0,0.0,1.0,1.0,-12734226411.162888
7 22,0.0,2956.0,1.0,0.0,1.0,0.0,-12728921481.649643
7 23,0.0,179999.0,1.0,0.0,1.0,0.0,-12734207408.748497
7 24,78,600,0,1,0,1,558943.1153364576
7 25,0.0,8532.0,1.0,0.0,1.0,2.0,-3335030220.047527
7 26,0.0,17326.0,1.0,0.0,1.0,0.0,-3346142315.302615
7 27,0.0,1.0,1.0,0.0,1.0,1.0,-3515788497.2726684
7 28,0.0,17326.0,1.0,0.0,1.0,1.0,-3517854918.2907963
7 29,0.0,17326.0,1.0,0.0,1.0,1.0,-3518028036.2261934
7 30,0.0,17326.0,1.0,0.0,1.0,3.0,-3518027886.095214
7 31,0.0,17326.0,1.0,0.0,1.0,1.0,-3518027868.1039896
7 32,0.0,17326.0,1.0,0.0,1.0,1.0,-3518027888.095214
7 33,0.0,17326.0,1.0,0.0,1.0,3.0,-3518027866.2946014
7 34,0.0,17326.0,1.0,0.0,1.0,1.0,-3518027302.247039
7 35,0.0,17326.0,1.0,0.0,1.0,0.0,-3518025368.820261
7 36,0,0,1,0,0,0,0
7 37,0.0,30186.0,1.0,0.0,1.0,4.0,-61509212987.29684
7 38,0.0,30186.0,1.0,0.0,1.0,2.0,-61518620771.07542
7 39,0.0,30186.0,1.0,0.0,1.0,0.0,-61508336154.66288
7 40,0.0,30186.0,1.0,0.0,1.0,0.0,-61508338650.46357
7 41,0.0,30186.0,1.0,0.0,1.0,0.0,-61509214154.108635
7 42,0.0,30186.0,1.0,0.0,1.0,2.0,-61509213229.01888
7 43,0.0,42.0,1.0,0.0,1.0,0.0,-60906164371.45392
7 44,0.0,14168.0,1.0,0.0,1.0,0.0,-61051106425.156
7 45,0.0,3348.0,1.0,0.0,1.0,1.0,-1064063708.5239788
7 46,0.0,17758.0,0.0,1.0,1.0,0.0,-1132831510.5203795
7 47,0.0,17724.0,1.0,0.0,1.0,0.0,-60375636538.517166
7 48,0.0,17758.0,1.0,0.0,1.0,2.0,-1132940172.1895769
7 49,0.0,17758.0,1.0,0.0,1.0,0.0,-1132973652.1490185
7 50,0.0,17758.0,1.0,0.0,1.0,1.0,-1132977762.9180756
7 51,0.0,17758.0,1.0,0.0,1.0,4.0,-1132977815.2828171
7 52,0.0,17758.0,1.0,0.0,1.0,1.0,-52326946922.19846
7 53,0.0,196.0,1.0,0.0,1.0,1.0,-51379716942.40506
7 54,0.0,426.0,1.0,0.0,1.0,0.0,-51379705646.32578
7 55,0.0,67.0,1.0,0.0,1.0,1.0,-51379716942.40506
7 56,0.0,503.0,1.0,0.0,1.0,0.0,-51379265112.625374
7 57,0.0,35488.0,1.0,0.0,1.0,1.0,-3109609950.2859745
7 58,0.0,35488.0,1.0,0.0,1.0,0.0,-3109612500.3771496
7 59,0.0,35488.0,1.0,0.0,1.0,1.0,-3109613099.9966
7 60,0.0,35488.0,1.0,0.0,1.0,1.0,-3109613525.04637
7 61,0.0,35488.0,1.0,0.0,1.0,1.0,-3109613525.0783253
7 62,0.0,35488.0,1.0,0.0,1.0,2.0,-3109613524.04637
